transaction_id,date,customer_id,product_id,product_category,region,amount,tax,total_revenue
TRX-22833,2025-08-27,CUST-187,PROD-3297,Electronics,Latin America,296.18,23.69,319.87
TRX-22834,2025-06-21,CUST-257,PROD-2294,Home & Garden,Asia Pacific,265.67,21.25,286.92
TRX-22835,2025-07-31,CUST-659,PROD-2863,Home & Garden,Asia Pacific,220.76,17.66,238.42
TRX-22836,2025-11-08,CUST-825,PROD-1559,Clothing,Latin America,61.7,4.94,66.64
TRX-22837,2025-01-18,CUST-300,PROD-4156,Electronics,Latin America,375.66,30.05,405.71
TRX-22838,2025-11-26,CUST-594,PROD-3599,Toys,Latin America,130.95,10.48,141.43
TRX-22839,2025-06-25,CUST-531,PROD-3416,Clothing,Asia Pacific,321.58,25.73,347.31
TRX-22840,2025-11-21,CUST-188,PROD-2103,Toys,Latin America,41.96,3.36,45.32
TRX-22841,2025-01-03,CUST-187,PROD-1026,Sports,Europe,384.16,30.73,414.89
TRX-22842,2025-10-02,CUST-289,PROD-3195,Clothing,Asia Pacific,307.54,24.6,332.14
TRX-22843,2025-02-24,CUST-766,PROD-3465,Toys,Asia Pacific,207.39,16.59,223.98
TRX-22844,2025-07-07,CUST-671,PROD-3176,Electronics,Latin America,58.92,4.71,63.63
TRX-22845,2025-06-12,CUST-693,PROD-2063,Clothing,Europe,56.24,4.5,60.74
TRX-22846,2025-03-30,CUST-309,PROD-3614,Sports,North America,473.51,37.88,511.39
TRX-22847,2025-03-21,CUST-900,PROD-1152,Electronics,Europe,203.82,16.31,220.13
TRX-22848,2025-05-30,CUST-987,PROD-1915,Electronics,Asia Pacific,235.93,18.87,254.8
TRX-22849,2025-05-14,CUST-528,PROD-3605,Sports,Latin America,36.56,2.92,39.48
TRX-22850,2025-04-22,CUST-533,PROD-3707,Home & Garden,Europe,455.07,36.41,491.48
TRX-22851,2025-12-07,CUST-165,PROD-3924,Home & Garden,Asia Pacific,346.21,27.7,373.91
TRX-22852,2025-02-25,CUST-787,PROD-2639,Home & Garden,North America,48.14,3.85,51.99
TRX-22853,2025-05-19,CUST-201,PROD-4984,Toys,Asia Pacific,470.73,37.66,508.39
TRX-22854,2025-07-06,CUST-494,PROD-4400,Sports,Latin America,413.11,33.05,446.16
TRX-22855,2025-12-22,CUST-125,PROD-5000,Toys,Europe,187.17,14.97,202.14
TRX-22856,2025-10-01,CUST-694,PROD-3709,Electronics,Latin America,468.84,37.51,506.35
TRX-22857,2025-08-10,CUST-845,PROD-3549,Toys,Europe,490.32,39.23,529.55
TRX-22858,2025-11-03,CUST-823,PROD-1010,Electronics,Europe,35.05,2.8,37.85
TRX-22859,2026-01-01,CUST-932,PROD-1098,Sports,Asia Pacific,95.84,7.67,103.51
TRX-22860,2025-11-09,CUST-802,PROD-4051,Sports,North America,65.97,5.28,71.25
TRX-22861,2025-10-03,CUST-667,PROD-2837,Electronics,North America,252.18,20.17,272.35
TRX-22862,2025-03-06,CUST-415,PROD-1203,Sports,North America,438.44,35.08,473.52
TRX-22863,2025-05-17,CUST-251,PROD-4170,Clothing,Europe,399.53,31.96,431.49
TRX-22864,2025-05-16,CUST-330,PROD-2378,Toys,North America,284.91,22.79,307.7
TRX-22865,2025-01-21,CUST-448,PROD-3429,Home & Garden,Asia Pacific,376.38,30.11,406.49
TRX-22866,2025-11-09,CUST-150,PROD-2634,Sports,North America,440.69,35.26,475.95
TRX-22867,2025-04-13,CUST-442,PROD-2896,Sports,North America,284.35,22.75,307.1
TRX-22868,2025-07-29,CUST-298,PROD-4329,Home & Garden,Asia Pacific,78.8,6.3,85.1
TRX-22869,2025-07-07,CUST-701,PROD-3138,Sports,Europe,453.72,36.3,490.02
TRX-22870,2025-03-23,CUST-151,PROD-3896,Clothing,Latin America,445.4,35.63,481.03
TRX-22871,2025-04-30,CUST-958,PROD-2372,Sports,Europe,101.44,8.12,109.56
TRX-22872,2025-03-05,CUST-268,PROD-4627,Clothing,Asia Pacific,368.06,29.44,397.5
TRX-22873,2025-09-22,CUST-557,PROD-1680,Sports,Europe,275.21,22.02,297.23
TRX-22874,2025-11-30,CUST-139,PROD-4941,Clothing,North America,424.09,33.93,458.02
TRX-22875,2025-07-02,CUST-547,PROD-4240,Sports,Europe,485.65,38.85,524.5
TRX-22876,2025-03-21,CUST-460,PROD-3166,Sports,North America,477.57,38.21,515.78
TRX-22877,2025-08-13,CUST-244,PROD-2151,Clothing,Latin America,424.53,33.96,458.49
TRX-22878,2025-01-23,CUST-672,PROD-4571,Electronics,Asia Pacific,425.33,34.03,459.36
TRX-22879,2025-11-09,CUST-383,PROD-1856,Toys,Europe,467.19,37.38,504.57
TRX-22880,2025-08-29,CUST-506,PROD-1150,Clothing,Latin America,493.14,39.45,532.59
TRX-22881,2025-01-19,CUST-331,PROD-4064,Toys,North America,375.88,30.07,405.95
TRX-22882,2025-07-16,CUST-938,PROD-3012,Electronics,Latin America,273.85,21.91,295.76
TRX-22883,2025-08-28,CUST-961,PROD-3461,Sports,Europe,404.11,32.33,436.44
TRX-22884,2025-08-13,CUST-619,PROD-4995,Home & Garden,Asia Pacific,72.42,5.79,78.21
TRX-22885,2025-11-24,CUST-755,PROD-2280,Clothing,North America,317.5,25.4,342.9
TRX-22886,2025-06-29,CUST-910,PROD-4765,Clothing,North America,36.06,2.88,38.94
TRX-22887,2025-11-04,CUST-699,PROD-4787,Sports,Latin America,404.18,32.33,436.51
TRX-22888,2025-07-16,CUST-412,PROD-4627,Toys,Latin America,322.63,25.81,348.44
TRX-22889,2025-11-15,CUST-878,PROD-4096,Toys,Latin America,211.34,16.91,228.25
TRX-22890,2025-05-23,CUST-900,PROD-4861,Clothing,Europe,286.37,22.91,309.28
TRX-22891,2025-01-14,CUST-324,PROD-4971,Home & Garden,North America,202.27,16.18,218.45
TRX-22892,2025-08-02,CUST-394,PROD-1940,Clothing,Asia Pacific,69.32,5.55,74.87
TRX-22893,2025-09-12,CUST-508,PROD-1773,Clothing,North America,354.42,28.35,382.77
TRX-22894,2025-05-15,CUST-223,PROD-2849,Clothing,North America,309.17,24.73,333.9
TRX-22895,2025-01-12,CUST-488,PROD-3038,Electronics,Europe,140.3,11.22,151.52
TRX-22896,2025-01-20,CUST-836,PROD-4876,Home & Garden,North America,439.09,35.13,474.22
TRX-22897,2025-11-07,CUST-343,PROD-2699,Toys,Asia Pacific,330.58,26.45,357.03
TRX-22898,2025-05-11,CUST-369,PROD-3632,Home & Garden,Europe,289.47,23.16,312.63
TRX-22899,2025-05-19,CUST-267,PROD-4796,Toys,North America,363.8,29.1,392.9
TRX-22900,2025-08-17,CUST-709,PROD-2707,Clothing,Latin America,224.93,17.99,242.92
TRX-22901,2025-04-29,CUST-586,PROD-1252,Clothing,North America,399.94,32.0,431.94
TRX-22902,2025-01-07,CUST-443,PROD-3022,Electronics,North America,42.52,3.4,45.92
TRX-22903,2025-09-13,CUST-130,PROD-1128,Home & Garden,Asia Pacific,109.45,8.76,118.21
TRX-22904,2025-12-20,CUST-560,PROD-3016,Sports,Europe,348.25,27.86,376.11
TRX-22905,2025-02-15,CUST-244,PROD-2742,Sports,Europe,77.11,6.17,83.28
TRX-22906,2025-03-27,CUST-481,PROD-3121,Toys,North America,146.78,11.74,158.52
TRX-22907,2025-05-10,CUST-846,PROD-3841,Home & Garden,Europe,184.16,14.73,198.89
TRX-22908,2025-08-21,CUST-581,PROD-3974,Toys,North America,70.92,5.67,76.59
TRX-22909,2025-07-14,CUST-186,PROD-4480,Toys,Asia Pacific,13.34,1.07,14.41
TRX-22910,2025-02-04,CUST-320,PROD-3307,Electronics,North America,45.26,3.62,48.88
TRX-22911,2025-11-29,CUST-646,PROD-1255,Sports,Asia Pacific,174.47,13.96,188.43
TRX-22912,2025-12-20,CUST-727,PROD-1917,Toys,Latin America,86.92,6.95,93.87
TRX-22913,2025-08-19,CUST-394,PROD-2895,Sports,North America,252.68,20.21,272.89
TRX-22914,2025-10-06,CUST-975,PROD-1223,Sports,Europe,264.44,21.16,285.6
TRX-22915,2025-08-19,CUST-121,PROD-3006,Electronics,Latin America,170.48,13.64,184.12
TRX-22916,2025-03-21,CUST-394,PROD-4788,Electronics,Asia Pacific,274.44,21.96,296.4
TRX-22917,2025-10-08,CUST-549,PROD-2262,Home & Garden,Europe,396.88,31.75,428.63
TRX-22918,2025-05-30,CUST-220,PROD-1529,Home & Garden,North America,409.27,32.74,442.01
TRX-22919,2025-01-31,CUST-191,PROD-1064,Toys,Europe,157.64,12.61,170.25
TRX-22920,2025-11-01,CUST-853,PROD-3640,Sports,North America,374.42,29.95,404.37
TRX-22921,2025-02-24,CUST-631,PROD-1687,Toys,North America,249.55,19.96,269.51
TRX-22922,2025-08-29,CUST-473,PROD-2721,Home & Garden,Europe,488.79,39.1,527.89
TRX-22923,2025-11-27,CUST-457,PROD-1118,Electronics,Europe,133.83,10.71,144.54
TRX-22924,2025-08-23,CUST-887,PROD-1692,Sports,Asia Pacific,317.07,25.37,342.44
TRX-22925,2025-10-14,CUST-571,PROD-4818,Sports,North America,83.1,6.65,89.75
TRX-22926,2025-04-14,CUST-999,PROD-1125,Sports,Latin America,151.88,12.15,164.03
TRX-22927,2025-02-10,CUST-196,PROD-2816,Sports,Asia Pacific,296.04,23.68,319.72
TRX-22928,2025-08-14,CUST-116,PROD-4819,Electronics,Asia Pacific,115.52,9.24,124.76
TRX-22929,2025-06-02,CUST-649,PROD-1460,Electronics,North America,278.74,22.3,301.04
TRX-22930,2025-08-16,CUST-124,PROD-1274,Home & Garden,Latin America,321.39,25.71,347.1
TRX-22931,2025-03-05,CUST-973,PROD-2657,Electronics,Europe,131.22,10.5,141.72
TRX-22932,2025-05-25,CUST-750,PROD-1538,Home & Garden,Asia Pacific,255.89,20.47,276.36
TRX-22933,2025-04-29,CUST-625,PROD-1664,Toys,North America,380.36,30.43,410.79
TRX-22934,2025-12-27,CUST-114,PROD-1443,Sports,Europe,83.33,6.67,90.0
TRX-22935,2025-12-06,CUST-389,PROD-3785,Sports,Europe,239.84,19.19,259.03
TRX-22936,2025-01-13,CUST-254,PROD-3799,Home & Garden,Europe,105.95,8.48,114.43
TRX-22937,2025-02-03,CUST-849,PROD-1826,Toys,Europe,165.85,13.27,179.12
TRX-22938,2025-04-12,CUST-167,PROD-1126,Electronics,Asia Pacific,485.25,38.82,524.07
TRX-22939,2025-11-28,CUST-560,PROD-2282,Toys,Europe,437.91,35.03,472.94
TRX-22940,2025-12-24,CUST-923,PROD-4880,Toys,Asia Pacific,300.22,24.02,324.24
TRX-22941,2025-03-04,CUST-245,PROD-2524,Sports,Latin America,266.36,21.31,287.67
TRX-22942,2025-03-11,CUST-703,PROD-2140,Electronics,North America,53.02,4.24,57.26
TRX-22943,2025-10-27,CUST-834,PROD-1981,Toys,Latin America,230.3,18.42,248.72
TRX-22944,2025-04-24,CUST-845,PROD-4160,Electronics,Europe,369.77,29.58,399.35
TRX-22945,2025-11-16,CUST-394,PROD-2483,Sports,Europe,358.07,28.65,386.72
TRX-22946,2025-09-22,CUST-592,PROD-1015,Clothing,North America,17.46,1.4,18.86
TRX-22947,2025-09-09,CUST-549,PROD-1605,Home & Garden,Europe,270.79,21.66,292.45
TRX-22948,2025-10-11,CUST-170,PROD-1701,Clothing,Europe,24.33,1.95,26.28
TRX-22949,2025-05-13,CUST-166,PROD-1778,Home & Garden,North America,299.3,23.94,323.24
TRX-22950,2025-07-04,CUST-456,PROD-1411,Toys,Asia Pacific,320.31,25.62,345.93
TRX-22951,2025-07-30,CUST-947,PROD-4089,Clothing,Asia Pacific,205.8,16.46,222.26
TRX-22952,2025-07-06,CUST-948,PROD-2148,Clothing,Europe,328.95,26.32,355.27
TRX-22953,2025-02-04,CUST-319,PROD-1463,Toys,Europe,288.19,23.06,311.25
TRX-22954,2025-06-12,CUST-455,PROD-4385,Electronics,Latin America,29.57,2.37,31.94
TRX-22955,2025-09-10,CUST-177,PROD-4393,Toys,Europe,84.76,6.78,91.54
TRX-22956,2025-08-03,CUST-820,PROD-4600,Sports,North America,444.2,35.54,479.74
TRX-22957,2025-01-28,CUST-886,PROD-4574,Clothing,North America,329.48,26.36,355.84
TRX-22958,2025-09-05,CUST-644,PROD-2423,Toys,North America,255.59,20.45,276.04
TRX-22959,2025-06-02,CUST-253,PROD-3650,Clothing,North America,15.39,1.23,16.62
TRX-22960,2025-08-11,CUST-494,PROD-1842,Home & Garden,Latin America,190.74,15.26,206.0
TRX-22961,2025-04-21,CUST-857,PROD-3647,Toys,Latin America,119.27,9.54,128.81
TRX-22962,2025-02-14,CUST-832,PROD-3499,Home & Garden,Asia Pacific,308.08,24.65,332.73
TRX-22963,2025-09-15,CUST-310,PROD-2179,Home & Garden,Europe,13.14,1.05,14.19
TRX-22964,2025-11-29,CUST-582,PROD-3117,Clothing,North America,26.21,2.1,28.31
TRX-22965,2025-01-17,CUST-948,PROD-4674,Sports,Asia Pacific,324.17,25.93,350.1
TRX-22966,2025-08-20,CUST-163,PROD-2320,Home & Garden,Europe,467.88,37.43,505.31
TRX-22967,2025-07-15,CUST-625,PROD-2632,Home & Garden,Europe,224.57,17.97,242.54
TRX-22968,2025-06-23,CUST-743,PROD-1446,Electronics,North America,262.46,21.0,283.46
TRX-22969,2025-12-23,CUST-720,PROD-1454,Electronics,North America,400.06,32.0,432.06
TRX-22970,2025-07-09,CUST-896,PROD-3572,Clothing,North America,148.74,11.9,160.64
TRX-22971,2025-03-18,CUST-683,PROD-4236,Sports,Latin America,79.36,6.35,85.71
TRX-22972,2025-04-08,CUST-514,PROD-2649,Home & Garden,Asia Pacific,219.12,17.53,236.65
TRX-22973,2025-07-27,CUST-870,PROD-3012,Clothing,North America,293.56,23.48,317.04
TRX-22974,2025-12-31,CUST-364,PROD-4552,Clothing,Europe,263.61,21.09,284.7
TRX-22975,2025-11-17,CUST-393,PROD-1482,Electronics,Europe,50.41,4.03,54.44
TRX-22976,2025-05-28,CUST-847,PROD-4102,Electronics,Latin America,160.13,12.81,172.94
TRX-22977,2025-04-28,CUST-835,PROD-3673,Sports,Asia Pacific,76.98,6.16,83.14
TRX-22978,2025-04-26,CUST-526,PROD-2792,Sports,North America,405.09,32.41,437.5
TRX-22979,2025-09-15,CUST-875,PROD-3489,Clothing,North America,192.63,15.41,208.04
TRX-22980,2025-09-19,CUST-279,PROD-4257,Home & Garden,Europe,323.04,25.84,348.88
TRX-22981,2025-05-03,CUST-462,PROD-2231,Toys,North America,196.96,15.76,212.72
TRX-22982,2025-04-12,CUST-314,PROD-1747,Electronics,Asia Pacific,181.94,14.56,196.5
TRX-22983,2025-04-20,CUST-860,PROD-2463,Clothing,Europe,58.24,4.66,62.9
TRX-22984,2025-12-05,CUST-831,PROD-1482,Sports,North America,46.7,3.74,50.44
TRX-22985,2025-04-19,CUST-257,PROD-3323,Clothing,North America,362.33,28.99,391.32
TRX-22986,2025-03-17,CUST-180,PROD-2103,Clothing,North America,169.79,13.58,183.37
TRX-22987,2025-12-05,CUST-702,PROD-2097,Sports,North America,58.97,4.72,63.69
TRX-22988,2025-07-05,CUST-856,PROD-1245,Clothing,Europe,121.75,9.74,131.49
TRX-22989,2025-03-31,CUST-653,PROD-3204,Clothing,Latin America,172.99,13.84,186.83
TRX-22990,2025-06-25,CUST-457,PROD-3719,Home & Garden,Europe,16.58,1.33,17.91
TRX-22991,2025-04-01,CUST-279,PROD-2698,Home & Garden,North America,189.13,15.13,204.26
TRX-22992,2025-01-27,CUST-172,PROD-4036,Electronics,North America,349.83,27.99,377.82
TRX-22993,2025-09-25,CUST-926,PROD-1768,Sports,Europe,203.46,16.28,219.74
TRX-22994,2025-01-03,CUST-465,PROD-1866,Sports,Latin America,144.97,11.6,156.57
TRX-22995,2025-02-21,CUST-362,PROD-3625,Clothing,Asia Pacific,408.41,32.67,441.08
TRX-22996,2025-05-16,CUST-337,PROD-1951,Clothing,North America,203.21,16.26,219.47
TRX-22997,2025-04-03,CUST-471,PROD-4535,Clothing,Asia Pacific,210.04,16.8,226.84
TRX-22998,2025-02-25,CUST-134,PROD-3780,Clothing,North America,109.05,8.72,117.77
TRX-22999,2025-10-30,CUST-618,PROD-1921,Clothing,Europe,378.63,30.29,408.92
TRX-23000,2025-08-30,CUST-123,PROD-2492,Electronics,Europe,47.78,3.82,51.6
TRX-23001,2025-10-07,CUST-667,PROD-2288,Clothing,Latin America,294.52,23.56,318.08
TRX-23002,2025-05-23,CUST-531,PROD-1150,Electronics,North America,257.93,20.63,278.56
TRX-23003,2025-04-07,CUST-578,PROD-2572,Toys,Europe,60.69,4.86,65.55
TRX-23004,2025-09-01,CUST-840,PROD-1554,Home & Garden,North America,116.65,9.33,125.98
TRX-23005,2025-07-24,CUST-798,PROD-1431,Home & Garden,Europe,37.74,3.02,40.76
TRX-23006,2025-12-09,CUST-973,PROD-2089,Sports,North America,473.64,37.89,511.53
TRX-23007,2025-07-24,CUST-694,PROD-3101,Electronics,Asia Pacific,197.41,15.79,213.2
TRX-23008,2025-02-27,CUST-941,PROD-3177,Sports,Asia Pacific,426.38,34.11,460.49
TRX-23009,2025-04-21,CUST-486,PROD-3744,Toys,North America,372.16,29.77,401.93
TRX-23010,2025-04-01,CUST-851,PROD-1962,Electronics,North America,37.24,2.98,40.22
TRX-23011,2025-07-19,CUST-680,PROD-3469,Clothing,North America,377.33,30.19,407.52
TRX-23012,2025-05-27,CUST-175,PROD-3030,Clothing,North America,422.84,33.83,456.67
TRX-23013,2025-12-16,CUST-166,PROD-2258,Sports,North America,254.85,20.39,275.24
TRX-23014,2025-03-15,CUST-383,PROD-1540,Clothing,Europe,216.0,17.28,233.28
TRX-23015,2025-06-04,CUST-887,PROD-3063,Clothing,Europe,103.75,8.3,112.05
TRX-23016,2025-11-22,CUST-299,PROD-2253,Electronics,North America,488.71,39.1,527.81
TRX-23017,2025-08-24,CUST-796,PROD-4039,Electronics,North America,339.97,27.2,367.17
TRX-23018,2025-09-25,CUST-840,PROD-4356,Toys,Latin America,183.71,14.7,198.41
TRX-23019,2025-12-03,CUST-858,PROD-4098,Electronics,Europe,239.16,19.13,258.29
TRX-23020,2025-12-11,CUST-981,PROD-2174,Electronics,North America,397.13,31.77,428.9
TRX-23021,2025-11-28,CUST-881,PROD-3250,Toys,Europe,168.41,13.47,181.88
TRX-23022,2025-04-08,CUST-185,PROD-4757,Clothing,Latin America,221.99,17.76,239.75
TRX-23023,2025-01-08,CUST-970,PROD-1748,Home & Garden,Latin America,157.48,12.6,170.08
TRX-23024,2025-04-12,CUST-172,PROD-2311,Clothing,Europe,429.03,34.32,463.35
TRX-23025,2025-05-06,CUST-863,PROD-1901,Toys,North America,367.15,29.37,396.52
TRX-23026,2025-05-06,CUST-873,PROD-1051,Home & Garden,Asia Pacific,98.18,7.85,106.03
TRX-23027,2025-03-24,CUST-352,PROD-1702,Home & Garden,Europe,205.02,16.4,221.42
TRX-23028,2025-09-17,CUST-919,PROD-4959,Clothing,North America,12.48,1.0,13.48
TRX-23029,2025-11-16,CUST-966,PROD-3481,Electronics,Latin America,141.01,11.28,152.29
TRX-23030,2025-09-10,CUST-344,PROD-1090,Sports,Europe,180.13,14.41,194.54
TRX-23031,2025-08-31,CUST-926,PROD-3147,Home & Garden,Asia Pacific,134.21,10.74,144.95
TRX-23032,2025-04-04,CUST-726,PROD-1222,Sports,Europe,490.77,39.26,530.03
TRX-23033,2025-03-04,CUST-771,PROD-3706,Toys,Europe,317.64,25.41,343.05
TRX-23034,2025-04-18,CUST-439,PROD-1487,Clothing,Latin America,429.75,34.38,464.13
TRX-23035,2025-03-17,CUST-871,PROD-3058,Clothing,Europe,433.26,34.66,467.92
TRX-23036,2025-04-14,CUST-576,PROD-4026,Toys,Latin America,490.75,39.26,530.01
TRX-23037,2025-06-27,CUST-536,PROD-1606,Clothing,North America,159.31,12.74,172.05
TRX-23038,2025-08-20,CUST-656,PROD-3912,Clothing,Asia Pacific,440.49,35.24,475.73
TRX-23039,2025-01-18,CUST-630,PROD-2150,Toys,Latin America,328.19,26.26,354.45
TRX-23040,2025-11-30,CUST-121,PROD-3837,Clothing,Europe,251.67,20.13,271.8
TRX-23041,2025-10-08,CUST-853,PROD-1620,Sports,North America,458.35,36.67,495.02
TRX-23042,2025-01-23,CUST-864,PROD-3581,Home & Garden,Europe,314.72,25.18,339.9
TRX-23043,2025-05-22,CUST-417,PROD-3013,Clothing,Europe,413.03,33.04,446.07
TRX-23044,2025-02-13,CUST-255,PROD-4337,Clothing,Europe,419.63,33.57,453.2
TRX-23045,2025-06-30,CUST-122,PROD-1094,Toys,Europe,335.47,26.84,362.31
TRX-23046,2025-03-12,CUST-364,PROD-2990,Home & Garden,Europe,433.65,34.69,468.34
TRX-23047,2025-08-08,CUST-973,PROD-3123,Toys,Asia Pacific,212.72,17.02,229.74
TRX-23048,2025-04-19,CUST-947,PROD-2628,Toys,Latin America,486.97,38.96,525.93
TRX-23049,2025-06-05,CUST-528,PROD-4656,Clothing,Asia Pacific,449.77,35.98,485.75
TRX-23050,2025-07-21,CUST-968,PROD-3562,Clothing,Europe,340.78,27.26,368.04
TRX-23051,2025-10-31,CUST-393,PROD-3544,Clothing,Asia Pacific,459.25,36.74,495.99
TRX-23052,2025-05-25,CUST-367,PROD-4695,Electronics,Asia Pacific,264.86,21.19,286.05
TRX-23053,2025-03-06,CUST-526,PROD-1447,Clothing,Europe,247.47,19.8,267.27
TRX-23054,2025-10-01,CUST-669,PROD-4878,Clothing,Europe,353.95,28.32,382.27
TRX-23055,2025-03-05,CUST-602,PROD-1295,Toys,Europe,292.36,23.39,315.75
TRX-23056,2025-07-15,CUST-736,PROD-1060,Home & Garden,Latin America,281.78,22.54,304.32
TRX-23057,2025-06-03,CUST-184,PROD-1958,Electronics,Latin America,23.08,1.85,24.93
TRX-23058,2025-09-20,CUST-618,PROD-3126,Clothing,Asia Pacific,128.51,10.28,138.79
TRX-23059,2025-09-16,CUST-730,PROD-4872,Toys,Europe,450.38,36.03,486.41
TRX-23060,2025-01-11,CUST-849,PROD-1102,Electronics,Asia Pacific,351.22,28.1,379.32
TRX-23061,2025-12-08,CUST-631,PROD-1191,Clothing,North America,476.89,38.15,515.04
TRX-23062,2025-06-04,CUST-399,PROD-3888,Sports,Latin America,453.85,36.31,490.16
TRX-23063,2025-08-12,CUST-956,PROD-4419,Clothing,Latin America,412.18,32.97,445.15
TRX-23064,2025-08-31,CUST-902,PROD-4547,Clothing,Europe,48.21,3.86,52.07
TRX-23065,2025-03-22,CUST-958,PROD-3073,Toys,Latin America,355.5,28.44,383.94
TRX-23066,2025-10-17,CUST-755,PROD-4392,Electronics,North America,305.16,24.41,329.57
TRX-23067,2025-09-28,CUST-840,PROD-3272,Sports,North America,32.27,2.58,34.85
TRX-23068,2025-12-16,CUST-160,PROD-1139,Sports,Latin America,319.82,25.59,345.41
TRX-23069,2025-03-27,CUST-508,PROD-4110,Sports,Latin America,395.42,31.63,427.05
TRX-23070,2025-05-13,CUST-886,PROD-1548,Electronics,North America,73.82,5.91,79.73
TRX-23071,2025-09-15,CUST-320,PROD-2983,Clothing,North America,424.68,33.97,458.65
TRX-23072,2025-09-25,CUST-438,PROD-1319,Electronics,Asia Pacific,151.91,12.15,164.06
TRX-23073,2025-02-02,CUST-426,PROD-4759,Clothing,North America,489.96,39.2,529.16
TRX-23074,2025-12-21,CUST-856,PROD-4199,Clothing,Asia Pacific,172.22,13.78,186.0
TRX-23075,2025-06-29,CUST-706,PROD-3243,Sports,Europe,156.72,12.54,169.26
TRX-23076,2025-04-18,CUST-287,PROD-1152,Sports,North America,141.68,11.33,153.01
TRX-23077,2025-02-27,CUST-175,PROD-2150,Sports,North America,258.86,20.71,279.57
TRX-23078,2025-01-21,CUST-583,PROD-4603,Toys,North America,440.54,35.24,475.78
TRX-23079,2025-12-15,CUST-952,PROD-1261,Home & Garden,Latin America,357.51,28.6,386.11
TRX-23080,2025-07-25,CUST-634,PROD-2812,Sports,Europe,299.72,23.98,323.7
TRX-23081,2025-03-04,CUST-528,PROD-2588,Toys,Europe,80.52,6.44,86.96
TRX-23082,2025-04-12,CUST-188,PROD-3744,Sports,Latin America,270.62,21.65,292.27
TRX-23083,2025-01-04,CUST-878,PROD-2828,Clothing,Asia Pacific,290.91,23.27,314.18
TRX-23084,2025-05-14,CUST-854,PROD-3342,Toys,Latin America,57.7,4.62,62.32
TRX-23085,2025-08-07,CUST-859,PROD-1238,Home & Garden,Latin America,365.37,29.23,394.6
TRX-23086,2025-08-25,CUST-383,PROD-4082,Electronics,Asia Pacific,37.06,2.96,40.02
TRX-23087,2025-07-12,CUST-839,PROD-1011,Electronics,Latin America,270.07,21.61,291.68
TRX-23088,2025-04-17,CUST-346,PROD-2267,Electronics,Asia Pacific,316.75,25.34,342.09
TRX-23089,2025-04-03,CUST-759,PROD-4910,Electronics,North America,346.16,27.69,373.85
TRX-23090,2025-10-15,CUST-450,PROD-1979,Sports,Europe,207.08,16.57,223.65
TRX-23091,2025-10-28,CUST-803,PROD-4247,Sports,Europe,82.29,6.58,88.87
TRX-23092,2025-02-09,CUST-715,PROD-4320,Sports,Asia Pacific,102.83,8.23,111.06
TRX-23093,2025-04-05,CUST-801,PROD-1405,Clothing,Asia Pacific,28.03,2.24,30.27
TRX-23094,2025-10-17,CUST-800,PROD-3881,Sports,Asia Pacific,23.98,1.92,25.9
TRX-23095,2025-03-26,CUST-451,PROD-1518,Clothing,Latin America,260.85,20.87,281.72
TRX-23096,2025-07-20,CUST-312,PROD-3297,Sports,Latin America,435.84,34.87,470.71
TRX-23097,2025-01-20,CUST-324,PROD-4562,Toys,Latin America,138.51,11.08,149.59
TRX-23098,2025-06-07,CUST-997,PROD-4388,Electronics,Latin America,314.4,25.15,339.55
TRX-23099,2025-08-02,CUST-114,PROD-1659,Home & Garden,Europe,378.06,30.24,408.3
TRX-23100,2025-06-22,CUST-122,PROD-3258,Electronics,Europe,409.72,32.78,442.5
TRX-23101,2025-05-18,CUST-371,PROD-1278,Home & Garden,Asia Pacific,242.22,19.38,261.6
TRX-23102,2025-03-19,CUST-990,PROD-4187,Toys,Latin America,229.65,18.37,248.02
TRX-23103,2025-06-30,CUST-945,PROD-1503,Home & Garden,Latin America,469.14,37.53,506.67
TRX-23104,2025-03-14,CUST-854,PROD-4240,Toys,Asia Pacific,65.5,5.24,70.74
TRX-23105,2025-04-27,CUST-218,PROD-1700,Toys,Europe,198.13,15.85,213.98
TRX-23106,2025-07-03,CUST-946,PROD-1759,Sports,Europe,445.28,35.62,480.9
TRX-23107,2025-07-31,CUST-416,PROD-4152,Home & Garden,Asia Pacific,426.6,34.13,460.73
TRX-23108,2025-08-26,CUST-155,PROD-3696,Toys,North America,159.94,12.8,172.74
TRX-23109,2025-08-03,CUST-143,PROD-2360,Home & Garden,Europe,323.88,25.91,349.79
TRX-23110,2025-04-24,CUST-655,PROD-4426,Clothing,North America,317.96,25.44,343.4
TRX-23111,2025-06-22,CUST-554,PROD-1632,Electronics,Europe,417.24,33.38,450.62
TRX-23112,2025-03-02,CUST-784,PROD-3913,Electronics,Latin America,222.69,17.82,240.51
TRX-23113,2025-01-07,CUST-679,PROD-3402,Toys,Latin America,485.73,38.86,524.59
TRX-23114,2025-10-07,CUST-738,PROD-2615,Home & Garden,Europe,464.08,37.13,501.21
TRX-23115,2025-09-04,CUST-744,PROD-1254,Electronics,Latin America,120.35,9.63,129.98
TRX-23116,2025-12-18,CUST-188,PROD-2643,Sports,Asia Pacific,38.02,3.04,41.06
TRX-23117,2025-05-03,CUST-410,PROD-4483,Clothing,Europe,271.98,21.76,293.74
TRX-23118,2025-01-03,CUST-736,PROD-4857,Sports,Latin America,433.94,34.72,468.66
